TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
289,570289,253.680000,719.3,0.0,94087,72772,1147,1042,94087,1147,67676919,0,824705,0
290,570290,230.620000,464.5,278.3,102251,76838,4418,3762,95928,4255,47495776,21383909,2052278,1047077
291,570291,170.670000,464.3,200.8,110719,80075,1298,1038,104806,1248,51406823,16078978,602732,208430
292,570292,207.970000,489.0,527.0,110277,80007,3223,2433,98975,2928,53925239,42163728,1576203,1281928
293,570293,148.900000,591.2,0.0,124010,86909,3381,1947,124010,3381,73314661,0,1999054,0
294,570294,147.930000,521.3,401.7,128522,86865,11329,5801,116077,9677,66998271,34893538,5905551,2330381
295,570295,98.570000,357.7,237.3,136530,92192,11099,5413,124632,9573,48836791,21877235,3969995,1284510
296,570296,198.690000,668.2,114.8,131137,90617,6128,4025,127622,5945,87625456,10402849,4094532,462112
297,570297,160.320000,266.5,1717.5,144220,97642,13636,7785,107849,9067,38434622,167699325,3633905,13369927
298,570298,233.470000,413.5,321.0,107786,80033,4579,3949,99452,4390,44569654,25690720,1893360,1267533
299,570299,176.880000,585.5,7.7,106487,78368,3488,2829,106284,3483,62348075,603432,2042086,21785
300,570300,131.480000,524.0,0.7,122866,86711,3316,2773,122839,3315,64381594,60698,1737329,1941
301,570301,122.330000,366.5,204.0,127669,89102,5678,3952,118593,5272,46790738,18176731,2081149,806203
302,570302,187.700000,362.0,921.5,141295,96312,11193,6723,114997,8580,51148618,88751516,4051988,6195006
303,570303,624.920000,46.2,1179.2,124283,81868,5447,1504,84675,1765,5741863,96538912,251656,1773938
304,570304,179.590000,8.8,329.8,135733,90002,7418,2743,92108,2959,1194449,29682677,65280,904736
305,570305,121.920000,275.0,248.7,137442,91116,9129,3572,122001,7277,37796649,22660662,2510530,888445
306,570306,307.270000,97.5,2940.2,124608,82226,12694,4717,84624,5168,12149265,241759824,1237701,13867813
307,570307,167.990000,318.0,1574.5,110001,73129,16635,7248,82995,9759,34980219,115141563,5289908,11411437
308,570308,112.000000,394.5,231.7,117916,77527,17673,7438,108016,15164,46517889,17962922,6971924,1723484
309,570309,111.920000,383.0,254.3,113121,74900,15625,7166,102858,13354,43325525,19046990,5984452,1822201
310,570310,91.560000,294.7,15.2,117207,78008,11401,5790,116120,11245,34540821,1185715,3359758,88010
311,570311,117.740000,405.0,198.0,113517,76276,10394,7040,105593,9680,45974317,15102592,4209501,1393950
312,570312,209.110000,928.0,658.7,107408,72538,11069,7377,97580,10028,99674408,47780539,10271739,4859103
313,570313,115.380000,2.0,164.7,140566,92555,12161,5033,93587,5187,281131,15243766,24322,828993
314,570314,92.390000,10.3,211.5,134217,88027,11282,4601,91766,5142,1382440,18617740,116207,973117
315,570315,364.750000,420.0,2542.3,130791,85769,7198,2937,96127,3917,54932117,218049327,3023165,7465737
316,570316,113.380000,7.3,93.7,117821,77076,17809,7233,82108,8540,860095,7222003,130005,677765
317,570317,283.730000,3.7,232.0,113103,73446,12209,4863,74558,5069,418482,17039398,45175,1128140
318,570318,64.560000,4.5,314.0,122996,80789,19121,7585,81855,7876,553484,25367652,86046,2381615
319,570319,55.380000,190.2,324.0,121764,79950,18577,7975,101484,13435,23159594,25903764,3533435,2584006
320,570320,48.120000,37.0,75.0,123692,80580,25766,10633,100909,17769,4576587,6043527,953352,797509
321,570321,25.410000,13.3,334.0,124363,81393,24203,10059,84280,11009,1654026,27185202,321896,3359709
322,570322,27.360000,189.5,1154.8,123682,81030,21572,9564,90792,12313,23437770,93573575,4087852,11045017
323,570323,27.140000,43.5,25.8,122543,80543,24452,10368,112172,20974,5330638,2078001,1063676,267489
324,570324,27.380000,99.2,69.3,121336,79874,24127,10055,109784,20206,12036483,5535271,2393422,696794
325,570325,26.620000,0.8,25.8,125080,81309,27584,12003,83634,12830,100064,2097779,22067,309674
326,570326,27.310000,1.7,755.7,124337,81025,26106,11269,81200,11329,211373,61230271,44381,8515650
327,570327,27.120000,69.8,1079.8,123302,80593,26852,12029,85064,13580,8606462,87024348,1874247,12988473
328,570328,27.160000,39.8,519.5,121942,79852,26799,11982,84974,13785,4853282,41483000,1066619,6224610
329,570329,37.660000,175.3,883.5,125704,81559,25989,11559,93218,15370,22035929,72057420,4555861,10212248
330,570330,26.800000,1.0,857.3,125146,81409,25696,11509,81501,11539,125146,69792167,25696,9866704
331,570331,27.150000,0.0,2361.5,124015,80940,25957,12777,80940,12777,0,191140503,0,30171974
332,570332,27.380000,313.3,1452.2,122667,80224,25716,12463,92138,16183,38431454,116501813,8056917,18098186
333,570333,34.140000,103.2,125.0,127912,83142,24893,10204,109956,19002,13200564,10392803,2568990,1275469
334,570334,27.100000,30.3,633.0,126682,82500,23887,10771,86021,11817,3838471,52222563,723765,6818358
335,570335,26.810000,65.3,830.8,125436,81978,25612,12164,87388,13837,8190989,68107623,1672456,10105441
336,570336,27.580000,139.5,409.5,123925,81114,26007,12212,97436,17471,17287532,33216190,3627998,5000697
337,570337,128.760000,309.7,299.3,115115,76062,15530,7778,101515,12830,35651075,22765352,4809514,2327855
338,570338,80.040000,298.2,38.7,116534,76764,18275,8271,113871,17605,34750376,2970753,5449631,320081
339,570339,80.260000,700.5,70.7,116648,76684,19758,8866,114536,19183,81711968,5421562,13840640,626801
340,570340,80.500000,398.8,370.5,117394,77034,20094,9777,103699,16593,46816812,28541253,8013440,3622448
341,570341,120.480000,163.2,421.5,115378,77288,11011,7262,92976,8806,18829616,32576764,1797001,3060867
342,570342,106.280000,547.7,174.5,116819,78063,9859,6349,111015,9334,63981765,13621923,5399976,1107827
343,570343,106.690000,764.2,23.0,109490,72610,11043,6531,108887,10970,83672607,1670039,8439366,150208
344,570344,106.920000,463.7,183.2,110477,73148,15205,8045,103785,13922,51227974,13400784,7050627,1473910
345,570345,126.780000,3.0,266.5,106135,71309,4073,3562,72004,3572,318404,19003842,12219,949161
346,570346,228.860000,571.0,510.7,107216,71891,3729,3102,95528,3521,61220473,36714963,2129079,1584173
347,570347,97.710000,296.5,0.0,102517,68705,0,0,102517,0,30396300,0,0,0
348,570348,106.160000,424.2,90.2,111096,74169,7535,5081,107211,7277,47126866,6690043,3196237,458324
349,570349,95.280000,176.8,3.7,102321,68291,0,0,101932,0,18090439,252678,0,0
350,570350,82.330000,23.7,1081.2,128046,83316,18593,7618,85022,8037,3034702,90081722,440666,8236723
351,570351,80.100000,347.2,212.5,130059,84826,21331,8636,118623,18121,45156341,18025481,7406000,1835089
352,570352,40.440000,75.3,718.0,127501,83577,25917,11911,90581,14144,9600807,60008306,1951576,8551951
353,570353,40.600000,139.7,293.0,126020,82676,26634,12230,102747,18900,17604950,24224156,3720815,3583413
354,570354,80.560000,589.7,320.0,118194,77580,18731,9057,108821,16498,69698815,24825570,11045664,2898106
355,570355,106.910000,613.8,74.5,111178,73685,14281,7627,108820,13863,68240931,5489499,8765842,568215
356,570356,79.850000,423.3,15.8,120743,79539,17041,8380,119910,16866,51110446,1256714,7213449,132400
357,570357,106.160000,447.3,63.5,113505,75521,14520,8427,110741,14077,50770984,4795561,6494873,535125
358,570358,79.700000,374.3,345.0,113535,75601,16192,9155,100730,13817,42496188,26082441,6060825,3158606
359,570359,106.440000,431.2,198.0,111861,74546,10415,6155,104306,9552,48234636,14760141,4490992,1218605
360,570360,108.600000,221.5,81.8,103438,68900,0,0,97582,0,22911484,5635993,0,0
361,570361,187.120000,621.3,250.0,114046,76222,11381,6630,107162,10516,70856499,19055561,7070786,1657550
362,570362,123.490000,251.0,0.0,104773,69880,0,0,104773,0,26298066,0,0,0
363,570363,171.100000,61.0,446.7,119641,77317,11047,4101,85701,5477,7298096,34537655,673882,1831832
364,570364,319.190000,43.3,5375.8,113067,73331,10778,4665,73902,4753,4895787,394213750,466675,25080166
365,570365,61.560000,167.3,381.2,129580,84334,20075,7984,104356,13335,21678657,32147984,3358589,3043658
366,570366,63.580000,221.3,233.7,127505,83810,24598,11684,111398,19838,28216887,19586460,5443474,2730629
367,570367,71.150000,0.0,424.0,123734,80170,19179,7447,80170,7447,0,33992088,0,3157735
368,570368,71.060000,145.7,661.0,124864,81162,20483,8563,93619,11960,18192715,53648065,2984376,5659820
369,570369,70.810000,180.8,556.2,123589,80815,22735,9957,96652,14688,22344881,44949037,4110459,5538272
370,570370,94.640000,428.5,2.2,121992,80424,16700,8056,121875,16676,52273646,176933,7156040,17722
371,570371,152.220000,505.3,36.8,119028,77931,15739,6991,117437,15401,60144885,2867852,7953023,257254
372,570372,59.190000,258.8,116.2,115707,76391,11870,6043,107888,10711,29944935,8876631,3072017,702250
373,570373,165.720000,865.8,467.7,111671,74298,18194,8597,103076,15987,96684855,34749185,15752678,4020858
374,570374,92.660000,551.8,46.5,117907,78938,15753,8911,116172,15448,65060810,3670595,8692243,414353
375,570375,222.650000,135.3,12.8,102755,68636,3413,2297,101060,3358,13902819,878543,461793,29399
376,570376,191.630000,437.8,349.2,106229,70417,18207,8915,95269,15363,46507116,24589450,7970813,3112967
377,570377,131.850000,251.8,1804.2,119500,78114,18703,8346,86456,10434,30090173,140933676,4709520,15058085
378,570378,70.370000,247.7,70.3,121310,79532,20301,8506,115644,18701,30048465,5591077,5028440,597973
379,570379,59.280000,156.0,330.5,129863,85460,15239,6939,105910,10761,20258576,28244536,2377253,2293304
380,570380,92.260000,459.8,22.3,115856,76520,13708,5934,114828,13505,53270439,1706401,6302773,132317
381,570381,57.000000,202.5,146.8,110603,73191,15042,7161,99899,12787,22397156,10744447,3045939,1051300
382,570382,157.240000,604.8,6411.8,113517,75098,13085,8847,80697,9465,68655189,481512343,7913595,56727002
383,570383,310.640000,319.2,2818.2,87828,58072,16245,11047,63132,11931,28034564,163658939,5185343,31133642
384,570384,113.850000,194.0,364.0,107719,71108,17293,8382,89078,12756,20897491,25883224,3354807,3051202
385,570385,232.190000,313.8,8.3,90645,60324,6006,2775,90208,5959,28444308,500693,1884649,23034
386,570386,316.670000,1136.0,90.2,117554,78431,6158,2537,115909,6005,133541773,7074513,6995085,228802
387,570387,205.480000,643.3,149.0,109835,72699,14017,5280,105619,13025,70656545,10832087,9016988,786789
388,570388,188.300000,361.5,1488.8,143329,95553,12698,5500,110132,7697,51813459,142258797,4590500,8189077
389,570389,98.380000,197.0,621.2,127885,84903,17490,7011,100571,10831,25193390,52741669,3445557,4355434
390,570390,49.780000,185.5,76.8,118202,77358,13021,6043,110594,11722,21926444,5941131,2415485,464074
391,570391,85.000000,1.0,190.0,129296,85703,12274,6102,86114,6161,129296,16283622,12274,1159438
392,570392,104.440000,455.2,73.2,126392,83650,13465,6306,122903,12881,57533787,6123164,6129476,461630
393,570393,147.930000,608.7,99.7,126439,83584,10255,4946,122881,9815,76963568,8333365,6242458,493154
394,570394,232.960000,619.3,321.2,127023,83448,10404,4858,117312,9168,78665207,26803640,6443411,1560528
395,570395,201.840000,466.0,309.2,121491,79535,8289,4519,110231,7277,56614739,24592302,3862464,1397222
396,570396,160.160000,596.3,99.2,110906,72585,8934,4354,107678,8548,66132989,7200409,5327174,431906
397,570397,117.470000,283.0,1483.8,108911,71732,15144,7618,81268,9548,30821758,106436505,4285700,11303271
398,570398,73.710000,200.2,344.2,117614,77556,14764,7280,98093,11117,23546299,26694789,2955660,2505831
399,570399,205.140000,1.0,0.0,149000,99730,3585,1345,149000,3585,149000,0,3585,0
400,570400,161.700000,14.2,2594.0,133777,89008,11609,5905,89446,5961,1899626,230885552,164854,15317081
401,570401,689.500000,722.5,836.2,132629,88448,0,0,115390,0,95824440,73960613,0,0
402,570402,212.780000,0.0,0.0,117985,78995,0,0,0,0,0,0,0,0
403,570403,250.340000,322.2,1639.8,139028,92345,11717,4924,104586,6705,44794837,151427717,3775338,8074435
404,570404,298.300000,224.2,182.2,135329,90046,9838,4419,121291,8158,30340727,16406412,2205655,805120
405,570405,154.390000,831.8,202.0,123155,81463,7240,3885,118220,6843,102440276,16455471,6022383,784768
406,570406,147.770000,447.8,17.0,117841,77715,5516,3174,117016,5468,52769220,1321148,2470241,53951
407,570407,133.250000,452.7,146.0,119164,78627,6025,3544,113029,5650,53945368,11479480,2727639,517365
408,570408,106.840000,254.8,643.5,126889,83697,7094,3838,101721,5197,32331297,53858743,1807642,2469444
409,570409,398.440000,372.5,67.2,115428,75778,1464,866,111832,1410,42996853,5092265,545516,58193
410,570410,79.880000,14.3,2082.3,129633,85272,5319,3382,85816,3406,1853745,177562355,76065,7043380
411,570411,148.490000,395.2,1155.0,128027,84294,7054,3542,101013,4885,50596326,97359917,2787876,4091053
412,570412,635.490000,1041.5,869.3,110198,71999,3685,1783,98137,3084,114771058,62589096,3837638,1550331
413,570413,292.860000,968.7,2351.8,114132,74353,4803,2586,91336,3532,110559597,174863661,4652183,6081002
414,570414,725.500000,415.3,390.3,114946,75121,1381,689,101329,1144,47736972,29319586,573426,268885
415,570415,394.930000,944.0,815.2,111310,73278,7939,3703,99020,6570,105076676,59736359,7494867,3018631
416,570416,130.920000,187.3,1649.8,118064,77237,8534,4838,84192,5468,22113376,127425319,1598327,7981648
417,570417,935.120000,1636.3,866.0,108028,71932,4167,1997,99857,3676,176766434,62292973,6817969,1729630
418,570418,297.000000,1236.7,705.8,113379,74512,5319,2571,104057,4660,140216070,52590859,6578504,1814804
419,570419,330.720000,419.3,133.7,117413,76882,2420,963,111339,2201,49231290,10279076,1014530,128785
420,570420,399.180000,285.5,117.7,97567,64280,2287,1070,91389,2061,27855500,7565742,652824,125992
421,570421,200.240000,0.0,0.0,46411,36065,684,689,0,0,0,0,0,0
422,570422,271.590000,0.0,0.0,77159,52160,0,0,0,0,0,0,0,0
423,570423,283.170000,0.0,0.0,122519,78969,959,456,0,0,0,0,0,0
424,110424,1590.850000,70.0,2.0,68972,56589,0,0,68780,0,4828064,113178,0,0
425,110425,672.640000,61.7,0.0,69863,56124,0,0,69863,0,4310554,0,0,0
426,110426,1085.180000,626.3,117.5,77106,61263,0,0,75618,0,48291768,7198453,0,0
427,110427,1140.090000,1142.7,65.3,72296,57147,0,0,71832,0,82612070,3731692,0,0
428,110428,579.810000,121.7,1.2,81387,65360,0,0,81301,0,9904847,78433,0,0
429,110429,580.470000,309.8,22.8,87117,68259,0,0,86380,0,26988860,1556303,0,0
430,110430,643.860000,378.7,5.0,81556,65280,0,0,81438,0,30885349,326398,0,0
431,110431,321.620000,258.7,3.2,87506,68130,0,0,87374,0,22637785,218017,0,0
432,110432,321.330000,320.2,34.0,77238,61603,0,0,76371,0,24731654,2094486,0,0
433,110433,206.340000,343.5,1.7,100576,76291,2478,2103,100509,2477,34547720,129695,851181,3574
434,110434,322.960000,841.0,427.5,98612,75081,1742,1543,93449,1698,82932519,32096938,1464617,659639
435,110435,322.580000,886.2,269.3,98227,74629,1892,1569,94833,1845,87049085,20097551,1676425,422537
436,110436,323.350000,258.0,32.0,98545,74341,2897,2368,96992,2863,25424594,2378897,747400,75766
437,110437,114.810000,68.0,5.5,109530,80974,3143,2758,108308,3126,7448027,445357,213708,15168
438,110438,112.780000,269.3,3.2,109560,80214,2185,1976,109369,2184,29504552,256686,588467,6324
439,110439,161.540000,98.0,1378.3,109431,81040,2448,2509,84275,2502,10724218,111697752,239884,3458028
440,110440,155.170000,372.8,129.7,112267,81781,4048,2601,107349,3815,41853155,10606958,1509073,337385
441,110441,160.790000,393.5,59.2,113440,82143,4723,3391,111037,4621,44638745,4862857,1858609,200768
442,110442,160.730000,183.5,1577.7,109948,80264,3364,3231,85423,3254,20175439,126632243,617305,5097401
443,110443,160.830000,51.5,82.2,110916,80467,3765,3284,96643,3540,5712198,6614392,193908,269944
444,110444,160.580000,318.5,0.3,120569,85527,4714,4431,120551,4713,38401171,25658,1501267,1329
445,110445,164.520000,458.0,54.0,121371,84999,4137,2543,119145,4040,55587968,4589940,1894922,137348
446,110446,168.130000,579.8,339.0,140737,92870,8651,4398,129044,7612,81599444,31482822,5016045,1490916
447,110447,112.520000,316.7,5.5,121902,85355,0,0,121554,0,38606383,469452,0,0
448,110448,131.340000,434.3,741.2,136630,92481,7761,4334,115197,6097,59338493,68546641,3370716,3212175
449,110449,168.790000,613.7,194.0,137308,92930,7773,4381,130706,7269,84266127,18028333,4770333,850006
450,110450,167.990000,588.8,4.7,129815,89298,4414,2747,129637,4407,76435117,419702,2599123,12912
451,110451,163.800000,502.2,1.7,127106,88431,4493,2875,127034,4490,63832854,150333,2256242,4888
452,110452,165.980000,526.2,272.2,139593,93866,7612,4488,129424,6917,73454053,25550204,4005367,1221524
453,110453,163.130000,441.8,237.2,141556,93476,6042,3274,130551,5408,62539327,22172467,2669295,776660
454,110454,187.130000,459.8,343.3,130758,89032,4185,2602,118566,3723,60122319,30564705,1924469,893214
455,110455,132.160000,510.8,167.5,148512,97259,7608,4015,140646,7057,75860020,16290924,3886233,672444
456,110456,151.250000,223.7,55.8,135743,90339,6063,3270,130241,5724,30365762,5040936,1356258,182445
457,110457,322.310000,378.5,226.2,87951,67894,0,0,82970,0,33289420,15357622,0,0
458,110458,321.500000,546.8,207.2,100812,75161,3019,2384,96369,2909,55123834,15573304,1651054,494010
459,110459,580.750000,396.0,201.8,90883,68851,0,0,86040,0,35989787,13894086,0,0
460,110460,322.290000,487.3,41.2,104079,75935,2573,1883,102822,2543,50717497,3128517,1254036,77568
461,110461,316.910000,366.0,87.2,104442,76371,2251,1773,101175,2195,38225637,6659586,823785,154613
462,110462,610.770000,683.0,855.5,99615,72875,3733,2432,88674,3201,68037171,62344439,2549919,2080569
463,110463,161.310000,334.8,30.0,111795,80199,3066,3602,110304,3091,37429094,2405963,1026405,108049
464,110464,160.510000,582.8,359.5,119685,84378,4450,4291,110706,4410,69752245,30333735,2593447,1542751
465,110465,317.600000,936.8,43.0,114182,80687,3206,3315,113353,3209,106965476,3469541,3003547,142535
466,110466,323.250000,150.3,300.7,115130,80928,3669,2856,97167,3242,17303999,24335022,551481,858840
467,110467,642.740000,1572.8,471.8,108436,77355,3740,2257,104015,3529,170548666,36495889,5882098,1064650
468,110468,1356.250000,130.0,9829.8,123347,80174,4625,3817,81183,3836,16035077,788096404,601237,37523271
469,110469,189.220000,515.5,513.8,146504,95423,6972,3759,128356,5830,75522610,49028262,3593889,1931468
470,110470,78.150000,270.7,332.7,142665,90616,11630,5947,121607,9331,38619290,30147939,3148315,1978457
471,110471,267.200000,753.0,3098.3,136481,86513,10043,4702,101771,6333,102770265,268043440,7562133,14568905
472,110472,226.040000,1054.2,1105.8,139621,88041,17972,7243,120688,14034,147188077,97355250,18945794,8009750
473,110473,260.910000,562.2,1687.5,148324,92445,15634,6560,113456,9972,83387474,156001050,8789453,11069270
474,110474,161.020000,0.0,63.7,140750,91614,8269,4666,91614,4666,0,5835812,0,297201
475,110475,314.450000,0.0,585.0,148643,95574,0,0,95574,0,0,55910932,0,0
476,110476,136.270000,0.0,17.2,157876,100767,0,0,100767,0,0,1733187,0,0
477,110477,294.370000,0.0,89.8,143907,92357,0,0,92357,0,0,8293632,0,0
478,110478,3818.870000,0.0,0.2,113254,74796,0,0,74796,0,0,14959,0,0
479,110479,395.890000,231.8,198.3,135867,84563,8399,2376,119393,6465,31493889,16768898,1946887,471109
480,110480,1178.000000,0.0,21282.0,142862,84780,6234,3505,84780,3505,0,1804294698,0,74584094
481,110481,1339.220000,464.3,103.3,132081,87122,0,0,127156,0,61325021,8999689,0,0
482,110482,520.870000,574.3,64.5,121702,78562,0,0,119180,0,69893428,5067265,0,0
483,110483,612.990000,522.5,585.0,133287,82447,0,0,113849,0,69642628,48231391,0,0
484,110484,754.270000,394.0,386.8,127290,79182,0,0,110365,0,50152220,30627684,0,0
485,110485,226.080000,8.0,22.0,118794,75911,156,217,92925,193,950348,1670032,1246,4783
486,110486,112.180000,0.0,3.2,137417,87171,3409,1634,87171,1634,0,278946,0,5228
487,110487,419.420000,771.5,70.2,110860,71417,74,100,108970,75,85528219,5013502,57191,7036
488,110488,465.260000,926.7,159.0,138429,85888,124,131,133877,125,128281881,13656161,114958,20877
489,110489,252.900000,52.8,19.3,129076,80210,0,0,120861,0,6815231,1548059,0,0
490,110490,1478.970000,886.2,603.3,83172,63268,0,0,77729,0,73706835,38169675,0,0
491,110491,1941.490000,452.0,26.8,84038,62538,0,0,83356,0,37985349,1676007,0,0
492,110492,292.230000,656.2,319.0,101004,73945,4039,2467,95272,3706,66278539,23588516,2650353,787041
493,110493,318.660000,635.8,446.0,108842,76916,5928,3298,99921,5193,69202050,34304516,3769130,1470950
494,110494,323.390000,737.2,93.5,92066,67597,1988,1101,90462,1930,67870754,6320352,1465369,102934
495,110495,246.810000,514.8,236.0,88735,65310,0,0,83999,0,45680883,15413197,0,0
496,110496,329.140000,699.5,518.8,114092,79374,5596,2681,103996,4749,79807030,41179286,3914665,1391101
497,110497,291.470000,983.2,1567.7,139427,90108,10784,4437,116320,7810,137084172,141262902,10603301,6955240
498,110498,309.580000,743.0,141.8,114006,77623,2062,969,110533,1958,84706180,11006903,1532045,137454
499,110499,506.890000,1343.7,490.7,127508,83602,2672,1065,120132,2402,171332353,41023380,3589823,522473
500,110500,303.240000,452.2,69.3,102655,71772,0,0,100243,0,46420747,4973799,0,0
501,110501,314.930000,292.2,26.2,132569,85769,0,0,130359,0,38736745,2247149,0,0
502,110502,319.920000,614.0,167.8,113363,77873,0,0,108705,0,69604838,13067148,0,0
503,110503,326.360000,306.5,152.0,125763,82304,0,0,116411,0,38546317,12510254,0,0
504,110504,348.460000,1488.7,459.8,143687,90296,11227,4705,135900,10276,213907142,41517962,16713536,2163132
